Type;Name;Unit;Definition;Output_of_model(s);Input_to_model(s);Defined by
variable;Efficiency|Liquids|Biomass|w/ CCS;%;Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new biomass to liquids plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Biomass|w/ CCS|2, ... Efficiency|Liquids|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Efficiency|Liquids|Biomass|w/o CCS;%;Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new biomass to liquids plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Biomass|w/o CCS|2, ... Efficiency|Liquids|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Efficiency|Liquids|Coal|w/ CCS;%;Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new coal to liquids plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Coal|w/ CCS|2, ... Efficiency|Liquids|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Efficiency|Liquids|Coal|w/o CCS;%;Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new coal to liquids plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Coal|w/o CCS|2, ... Efficiency|Liquids|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Efficiency|Liquids|Gas|w/ CCS;%;Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new gas to liquids plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Gas|w/ CCS|2, ... Efficiency|Liquids|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Efficiency|Liquids|Gas|w/o CCS;%;Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new gas to liquids plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Gas|w/o CCS|2, ... Efficiency|Liquids|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Efficiency|Liquids|Oil;%;Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new oil refining plant. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Oil|2, ... Efficiency|Electricity|Oil|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Emissions|CO2;Mt CO2/yr;total CO2 emissions;;;
variable;Emissions|CO2 (w/o bunkers);Mt CO2/yr;total CO2 emissions excluding emissions from international bunkers (IPCC category 1A3ai and 1A3di) ;;;
variable;Emissions|CO2|AFOLU;Mt CO2/yr;CO2 emissions from agriculture, forestry and other land use (IPCC category 3), exlcuding energy-related emissions from these sectors;;;
variable;Emissions|CO2|AFOLU|Agriculture;Mt CO2/yr;CO2 emissions from agriculture;;;
variable;Emissions|CO2|AFOLU|Land;Mt CO2/yr;net CO2 emissions from Land Use, Land-Use Change and Forestry (LULUCF);;;
variable;Emissions|CO2|AFOLU|Land|Negative;Mt CO2/yr;negative CO2 emissions from Land Use, Land-Use Change and Forestry (LULUCF), e.g. from afforestation;;;
variable;Emissions|CO2|AFOLU|Land|Positive;Mt CO2/yr;positive CO2 emissions from Land Use, Land-Use Change and Forestry (LULUCF), e.g. from deforestation;;;
variable;Emissions|CO2|AFOLU|Land|Wetlands;Mt CO2/yr;CO2 emissions from managed peatlands (drained and rewetted);;;
variable;Emissions|CO2|Energy;Mt CO2/yr;Fossil CO2 emissions from energy use on supply and demand side (IPCC category 1A, 1B), net of negative emissions from Bioenergy with CCS (BECCS), including emissions from international bunkers;;;
variable;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;Fossil CO2 emissions from energy use on supply and demand side (IPCC category 1A, 1B) and from industrial processes (IPCC categories 2A, B, C, E), including emissions from international bunkers, net of negative emissions from Bioenergy with CCS (BECCS);;;
variable;Emissions|CO2|Energy|Demand|AFOFI;Mt CO2/yr;CO2 emissions from fuel combustion in agriculture, forestry, fishing (AFOFI) (IPCC category 1A4c);;;
variable;Emissions|CO2|Energy|Demand|Commercial;Mt CO2/yr;Fossil CO2 emissions from fuel combustion in commercial and institutional sectors (IPCC category 1A4a);;;
variable;Emissions|CO2|Energy|Demand|Industry;Mt CO2/yr;Fossil CO2 emissions from fuel combustion in industry (IPCC category 1A2), net of negative emissions from Bioenergy with CCS (BECCS), excluding emissions related to feedstocks;;;
variable;Emissions|CO2|Energy|Demand|Industry|Chemicals;Mt CO2/yr;Fossil CO2 emissions from fuel combustion in industry in the chemicals sector;;;
variable;Emissions|CO2|Energy|Demand|Industry|Non-Ferrous Metals;Mt CO2/yr;Fossil CO2 emissions from fuel combustion in industry in the non-ferrous metals sector;;;
variable;Emissions|CO2|Energy|Demand|Industry|Non-Metallic Minerals;Mt CO2/yr;Fossil CO2 emissions from fuel combustion in industry in the non-metallic minerals sector;;;
variable;Emissions|CO2|Energy|Demand|Industry|Other Sector;Mt CO2/yr;Fossil CO2 emissions from fuel combustion in industry in other sectors (please provide a definition of thesesectors in this category in the 'comments' tab);;;
variable;Emissions|CO2|Energy|Demand|Industry|Pulp and Paper;Mt CO2/yr;Fossil CO2 emissions from fuel combustion in industry in the pulp and paper sector;;;
variable;Emissions|CO2|Energy|Demand|Industry|Steel;Mt CO2/yr;Fossil CO2 emissions from fuel combustion in industry in the iron and steel sector;;;
variable;Emissions|CO2|Energy|Demand|Other Sector;Mt CO2/yr;CO2 emissions from fuel combustion in other energy supply sectors (please provide a definition of other sources in this category in the 'comments' tab);;;
variable;Emissions|CO2|Energy|Demand|Residential;Mt CO2/yr;Fossil CO2 emissions from fuel combustion in residential (IPCC category 1A4b);;;
variable;Emissions|CO2|Energy|Demand|Residential and Commercial;Mt CO2/yr;Fossil CO2 emissions from fuel combustion in residential, commercial, institutional sectors (IPCC category 1A4a, 1A4b);;;
variable;Emissions|CO2|Energy|Demand|Transportation;Mt CO2/yr;Fossil CO2 emissions from fuel combustion in transportation sector (IPCC category 1A3), excluding pipeline emissions (IPCC category 1A3ei), excluding emissions from international bunkers (IPCC category 1A3ai and 1A3di) ;;;
variable;Emissions|CO2|Energy|Demand|Transportation (w/ bunkers);Mt CO2/yr;Fossil CO2 emissions from fuel combustion in transportation sector (IPCC category 1A3), excluding pipeline emissions (IPCC category 1A3ei), including emissions from international bunkers (IPCC category 1A3ai and 1A3di) ;;;
variable;Emissions|CO2|Energy|Demand|Transportation|Gases;Mt CO2/yr;Fossil CO2 emissions from Gases use in the transportation sector (IPCC category 1A3);;;
variable;Emissions|CO2|Energy|Supply;Mt CO2/yr;Fossil CO2 emissions from fuel combustion and fugitive emissions from fuels: electricity and heat production and distribution (IPCC category 1A1a), other energy conversion (e.g. refineries, synfuel production, solid fuel processing, IPCC category 1Ab, 1Ac), incl. pipeline transportation (IPCC category 1A3ei), fugitive emissions from fuels (IPCC category 1B) and emissions from carbon dioxide transport and storage (IPCC category 1C), net of negative emissions from Bioenergy with CCS (BECCS), incl. industrial autoproduction;;;
variable;Emissions|CO2|Energy|Supply|Autoproduction;Mt CO2/yr;Fossil CO2 emissions from electricty/heat production for own use;;;
variable;Emissions|CO2|Industrial Processes;Mt CO2/yr;CO2 emissions from industrial processes (IPCC categories 2A, B, C, E);;;
variable;Emissions|CO2|Industrial Processes|Chemicals;Mt CO2/yr;CO2 emissions from industrial processes from chemicals;;;
variable;Emissions|CO2|Industrial Processes|Iron and Steel;Mt CO2/yr;CO2 emissions from industrial processes from iron & steel;;;
variable;Emissions|CO2|Industrial Processes|Non-Ferrous Metals;Mt CO2/yr;CO2 emissions from industrial processes from non-ferrous minerals;;;
variable;Emissions|CO2|Industrial Processes|Non-Metallic Minerals;Mt CO2/yr;CO2 emissions from industrial processes from non-metallic minerals;;;
variable;Emissions|CO2|Industrial Processes|Non-Metallic Minerals|Cement;Mt CO2/yr;CO2 emissions from industrial processes from cement;;;
variable;Emissions|CO2|Industrial Processes|Other Sector;Mt CO2/yr;CO2 emissions from industrial processes from chemicals;;;
variable;Emissions|CO2|Industrial Processes|Pulp and Paper;Mt CO2/yr;CO2 emissions from industrial processes from chemicals;;;
variable;Emissions|CO2|Industry and Industrial Processes;Mt CO2/yr;Fossil CO2 emissions from fuel combustion in industry (IPCC category 1A2) and from industrial processes (IPCC categories 2A, B, C, E), net of negative emissions from Bioenergy with CCS (BECCS);;;
variable;Emissions|CO2|Industry|Petrochemicals;Mt CO2/yr;Net direct CO2 emissions from petrochemical processes (excluding heat provision), including both fossil and biogenic CO2, after CCS;ITOM-PetChem;;WI
variable;Emissions|CO2|Industry|Steel;Mt CO2/yr;Net CO2 emissions, including both, energy related and process related emissions;ITOM-Steel;;WI
variable;Emissions|CO2|Other;Mt CO2/yr;CO2 emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab);;;
variable;Emissions|CO2|Other Removal;Mt CO2/yr;CO2 emissions from carbon removal not reported in the other categories (i.e. without BECCS and land use), should be reported as negative values;;;
variable;Emissions|CO2|Waste;Mt CO2/yr;CO2 emissions from waste (IPCC categories 6C), not including the burning of waste for electricity or heat supply (these emissions should be reported under the respective categories of CO2|Energy);;;
variable;Emissions|CO2|Waste|Biomass;Mt CO2/yr;CO2 emissions from waste of biogenic origin, e.g. bioplastics;;;
variable;Emissions|CO2|Waste|Fossil;Mt CO2/yr;CO2 emissions from waste of fossil origin;;;
variable;Emissions|GHG|Allowance Allocation;Mt CO2-equiv/yr;allocation of GHG emission allowances to a region;;;
variable;Employment;million;Number of employed inhabitants (based on ILO classification);;;
variable;Employment|Agriculture;million;Number of employed inhabitants (payrolls) in agriculture (based on ILO classification);;;
variable;Employment|Industry;million;Number of employed inhabitants (payrolls) in industry (based on ILO classification);;;
variable;Employment|Industry|Energy;million;Number of employed inhabitants (payrolls) in energy related industries (based on ILO classification);;;
variable;Employment|Industry|Energy Intensive;million;Number of employed inhabitants (payrolls) in energy-intensive industry (based on ILO classification);;;
variable;Employment|Industry|Manufacturing;million;Number of employed inhabitants (payrolls) in manufacturing industries (based on ILO classification);;;
variable;Employment|Service;million;Number of employed inhabitants (payrolls) in the service sector (based on ILO classification);;;
variable;Energy Service|Bunkers|Freight|International Aviation;bn tkm/yr;energy service demand for freight transport operating on international aviation routes;;;
variable;Energy Service|Bunkers|Freight|International Shipping;bn tkm/yr;energy service demand for freight transport operating on international shipping routes;;;
variable;Energy Service|Bunkers|Passenger|International Aviation;bn pkm/yr;energy service demand for passenger transport operating on international aviation routes;;;
variable;Energy Service|Bunkers|Passenger|International Shipping;bn pkm/yr;energy service demand for passenger transport operating on international shipping routes;;;
variable;Energy Service|Commercial|Floor Space;bn m2;energy service demand for conditioned floor space in commercial buildings;;;
variable;Energy Service|Residential and Commercial|Floor Space;bn m2;energy service demand for conditioned floor space in buildings;;;
variable;Energy Service|Residential|Floor Space;bn m2;energy service demand for conditioned floor space in residential buildings;;;
variable;Energy Service|Transportation|Freight;bn tkm/yr;energy service demand for freight transport;;;
variable;Energy Service|Transportation|Freight|Domestic Aviation;bn tkm/yr;energy service demand for freight transport on domestic aircrafts;;;
variable;Energy Service|Transportation|Freight|Domestic Navigation;bn tkm/yr;energy service demand for freight transport on domestic ships;;;
variable;Energy Service|Transportation|Freight|Other;bn tkm/yr;energy service demand for freight transport using other modes (please provide a definition of the modes in this category in the 'comments' tab);;;
variable;Energy Service|Transportation|Freight|Railways;bn tkm/yr;energy service demand for freight transport on railways;;;
variable;Energy Service|Transportation|Freight|Road;bn tkm/yr;energy service demand for freight transport on roads;;;
variable;Energy Service|Transportation|Passenger;bn pkm/yr;energy service demand for passenger transport;;;
variable;Energy Service|Transportation|Passenger|Cycling;bn pkm/yr;energy service demand for passenger transport on bicycles;;;
variable;Energy Service|Transportation|Passenger|Domestic Aviation;bn pkm/yr;energy service demand for passenger transport on domestic aircrafts;;;
variable;Energy Service|Transportation|Passenger|Domestic Navigation;bn pkm/yr;energy service demand for passenger transport on domestic ships;;;
variable;Energy Service|Transportation|Passenger|Other;bn pkm/yr;energy service demand for passenger transport using other modes (please provide a definition of the modes in this category in the 'comments' tab);;;
variable;Energy Service|Transportation|Passenger|Railways;bn pkm/yr;energy service demand for passenger transport on railways;;;
variable;Energy Service|Transportation|Passenger|Road;bn pkm/yr;energy service demand for passenger transport on roads;;;
variable;Energy Service|Transportation|Passenger|Road|2W and 3W;bn pkm/yr;energy service demand for passenger transport on roads (two- and three-wheel vehicles);;;
variable;Energy Service|Transportation|Passenger|Road|Bus;bn pkm/yr;energy service demand for passenger transport on roads (buses);;;
variable;Energy Service|Transportation|Passenger|Road|LDV;bn pkm/yr;energy service demand for passenger transport on roads (light-duty vehicles: passenger cars and light trucks/SUVs/vans);;;
variable;Energy Service|Transportation|Passenger|Walking;bn pkm/yr;energy service demand for passenger transport by foot;;;
variable;Energy Use|Industry|Petrochemicals|Biomass;Mt/yr;Use of biomass, including both, non-energetic use and energetic use of by-products of biomass processing;ITOM-PetChem;;WI
variable;Energy Use|Industry|Petrochemicals|FT-Naphtha;Mt/yr;Use of Fischer-Tropsch naphtha, including both, non-energetic  use and energetic use  of by-products of FT-naphtha processing;ITOM-PetChem;;WI
variable;Energy Use|Industry|Petrochemicals|Hydrogen;Mt/yr;Use of hydrogen, including both, non-energetic use and energetic use of by-products of hydrogen processing;ITOM-PetChem;;WI
variable;Energy Use|Industry|Petrochemicals|Methanol;Mt/yr;Use of externally supplied methanol, including both, non-energetic use and energetic use of by-products from methanol processing  (only supply from outside, not including methanol produced inside the petrochemical system from other feedstock);ITOM-PetChem;;WI
variable;Energy Use|Industry|Petrochemicals|Naphtha;Mt/yr;Use of naphtha, including both, non-energetic use and energetic use of by-products of naphtha processing;ITOM-PetChem;;WI
variable;Energy Use|Industry|Petrochemicals|Other Feedstock;Mt/yr;Use of other feedstock, including both, non-energetic use and energetic use of by-products from feedstock processing;ITOM-PetChem;;WI
variable;Energy Use|Industry|Petrochemicals|Plastic wastes;Mt/yr;Use of plastic waste, including both, non-energetic use and energetic use of by-products of plastic waste processing;ITOM-PetChem;;WI
variable;Expenditure|Energy|Fossil;billion US$2010/yr;Fossil fuel expenditure;;;
variable;Expenditure|Government;billion US$2010/yr;total government expenditure;;;
variable;Expenditure|Household;billion US$2010/yr;Total household expenditure;;;
variable;Expenditure|household|Energy;billion US$2010/yr;expenditure of households for energy.;;;
variable;Expenditure|household|Food;billion US$2010/yr;expenditure of households for food.;;;
variable;Expenditure|household|Industry;billion US$2010/yr;expenditure of households for industrial goods.;;;
variable;Expenditure|household|Services;billion US$2010/yr;expenditure of households for services.;;;
variable;Expenditure|household|Services|health;billion US$2010/yr;expenditure of households for health services.;;;
variable;Expenditure|RnD;billion US$2010/yr;expenditure on research and development;;;
variable;Export;billion US$2010/yr;total exports measured in monetary quantities.;;;
variable;Export|Agriculture;billion US$2010/yr;export of agricultural commodities measured in monetary units.;;;
variable;Export|Energy;billion US$2010/yr;export of energy commodities measured in monetary units.;;;
variable;Export|Industry;billion US$2010/yr;export of industrial (non-energy) commodities measured in monetary units.;;;
variable;Export|Industry|Chemicals;billion US$2010/yr;Export of chemicals measured in monetary units;;;
variable;Export|Industry|Chemicals|High Value Chemicals;billion US$2010/yr;Export of high value chemicals measured in monetary units;;;
variable;Export|Industry|Chemicals|High Value Chemicals|Volume;Mt/yr;Export of high value chemicals;;;
variable;Export|Industry|Chemicals|Plastics;billion US$2010/yr;Export of plastics measured in monetary units;;;
variable;Export|Industry|Chemicals|Plastics|Volume;Mt/yr;Export of plastics;;;
variable;Export|Industry|Iron and Steel;billion US$2010/yr;Export of iron & steel measured in monetary units;;;
variable;Export|Industry|Iron and Steel|Primary;billion US$2010/yr;Export of primary steel measured in monetary units;;;
variable;Export|Industry|Iron and Steel|Primary Steel|Volume;Mt/yr;Export of primary steel;;;
variable;Export|Industry|Iron and Steel|Secondary;billion US$2010/yr;Export of secondary steel measured in monetary units;;;
variable;Export|Industry|Iron and Steel|Secondary Steel|Volume;Mt/yr;Export of secondary steel;;;
variable;Export|Industry|Iron and Steel|Volume;Mt/yr;Export of iron & steel;;;
variable;Export|Industry|Non-Ferrous Metals;billion US$2010/yr;Export of non-ferrous metals measured in monetary units;;;
variable;Export|Industry|Non-Ferrous Metals|Aluminum;billion US$2010/yr;Export of aluminium measured in monetary units;;;
variable;Export|Industry|Non-Ferrous Metals|Aluminum|Volume;Mt/yr;Export of aluminium;;;
variable;Export|Industry|Non-Ferrous Metals|Volume;Mt/yr;Export of non-ferrous metals;;;
variable;Export|Industry|Non-Metallic Minerals;billion US$2010/yr;Export of non-metallic minerals measured in monetary units;;;
variable;Export|Industry|Non-Metallic Minerals|Cement;billion US$2010/yr;Export of cement measured in monetary units;;;
variable;Export|Industry|Non-Metallic Minerals|Cement|Volume;Mt/yr;Export of cement;;;
variable;Export|Industry|Non-Metallic Minerals|Volume;Mt/yr;Export of non-metallic minerals;;;
variable;Export|Other;billion US$2010/yr;export of other commodities measured in monetary units (please provide a definition of the sources in this category in the 'comments' tab).;;;
variable;Final Energy|Carbon Removal;EJ/yr;Final energy consumption by carbon dioxide removal processes;;;
variable;Final Energy|Carbon Removal|Direct Air Capture;EJ/yr;Final energy consumption by direct air capture;;;
variable;Final Energy|Carbon Removal|Electricity;EJ/yr;Final energy consumption of electricity by carbon dioxide removal processes;;;
variable;Final Energy|Carbon Removal|Enhanced Weathering;EJ/yr;Final energy consumption by enhanced weathering;;;
variable;Final Energy|Carbon Removal|Gases;EJ/yr;Final energy consumption of gases by carbon dioxide removal processes;;;
variable;Final Energy|Carbon Removal|Heat;EJ/yr;Final energy consumption of heat by carbon dioxide removal processes;;;
variable;Final Energy|Carbon Removal|Hydrogen;EJ/yr;Final energy consumption of hydrogen by carbon dioxide removal processes;;;
variable;Final Energy|Carbon Removal|Liquids;EJ/yr;Final energy consumption of liquids by carbon dioxide removal processes;;;
variable;Final Energy|Carbon Removal|Other;EJ/yr;Final energy consumption of other sources that do not fit to any other category by carbon dioxide removal processes;;;
variable;Final Energy|Commercial;EJ/yr;final energy consumed in the commercial sector;;;
variable;Final Energy|Commercial|Electricity;EJ/yr;final energy consumption by the commercial sector of electricity (including on-site solar PV), excluding transmission/distribution losses;;;
variable;Final Energy|Commercial|Gases;EJ/yr;final energy consumption by the commercial sector of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses;;;
variable;Final Energy|Commercial|Gases|Biomass;EJ/yr;final energy consumption by the commercial sector of biogas, excluding transmission/distribution losses;;;
variable;Final Energy|Commercial|Gases|Electricity;EJ/yr;"final energy consumption by the commercial sector of synthetic e-fuel gas (""power-to-gas""), excluding transmission/distribution losses";;;
variable;Final Energy|Commercial|Gases|Fossil;EJ/yr;final energy consumption by the commercial sector of  synthetic or derived gases of fossil origin, excluding transmission/distribution losses;;;
variable;Final Energy|Commercial|Heat;EJ/yr;final energy consumption by the commercial sector of heat (e.g., district heat, process heat, solar heating and warm water), excluding transmission/distribution losses;;;
variable;Final Energy|Commercial|Hydrogen;EJ/yr;final energy consumption by the commercial sector of hydrogen;;;
variable;Final Energy|Commercial|Liquids;EJ/yr;final energy consumption by the commercial sector of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids);;;
variable;Final Energy|Commercial|Liquids|Biomass;EJ/yr;final energy consumption by the commercial sector of liquid biofuels;;;
variable;Final Energy|Commercial|Liquids|Electricity;EJ/yr;"final energy consumption by the commercial sector of liquid efuels (""power-to-liquid"")";;;
variable;Final Energy|Commercial|Liquids|Fossil;EJ/yr;final energy consumption by the commercial sector of liquids from fossil origin (conventional & unconventional petroleum, coal-to-liquids, gas-to-liquids);;;
variable;Final Energy|Commercial|Other;EJ/yr;final energy consumption by the commercial sector of other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab);;;
variable;Final Energy|Commercial|Solids;EJ/yr;final energy solid fuel consumption by the commercial sector (including coal and solid biomass);;;
variable;Final Energy|Commercial|Solids|Biomass;EJ/yr;final energy solid biomass consumption by the commercial sector;;;
variable;Final Energy|Commercial|Solids|Biomass|Traditional;EJ/yr;final energy traditional biomass consumption by the commercial sector;;;
variable;Final Energy|Commercial|Solids|Fossil;EJ/yr;final energy consumption of fossil solids by the commercial sector;;;
variable;Final Energy|Industry|Chemicals;EJ/yr;Final energy consumed by the chemicals sector, excluding feedstocks;;;
variable;Final Energy|Industry|Chemicals|Electricity;EJ/yr;Final energy consumption of electricity by the chemical sector;;;
variable;Final Energy|Industry|Chemicals|Gases;EJ/yr;Final energy consumption of gases by the chemicals sector (natural gas, biogas, coal-gas), excluding transmission/distribution losses;;;
variable;Final Energy|Industry|Chemicals|Gases|Biomass;EJ/yr;Final energy consumption of biogas by the chemicals sector;;;
variable;Final Energy|Industry|Chemicals|Gases|Electricity;EJ/yr;"Final energy consumption of synthetic e-fuel gas (""power-to-gas"") by the chemicals sector";;;
variable;Final Energy|Industry|Chemicals|Gases|Fossil;EJ/yr;Final energy consumption of synthetic or derived gases of fossil origin by the chemicals sector;;;
variable;Final Energy|Industry|Chemicals|Geothermal;EJ/yr;Final energy consumption of geothermal heat by the chemicals sector;;;
variable;Final Energy|Industry|Chemicals|Heat;EJ/yr;Final energy consumption of centrally supplied heat by the chemicals sector;;;
variable;Final Energy|Industry|Chemicals|Hydrogen;EJ/yr;Final energy consumption of hydrogen by the chemicals sector;;;
variable;Final Energy|Industry|Chemicals|Liquids;EJ/yr;Final energy consumption of refined liquids by the chemicals sector (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);;;
variable;Final Energy|Industry|Chemicals|Liquids|Biomass;EJ/yr;Final energy consumption of liquid biofuels by the chemicals sector;;;
variable;Final Energy|Industry|Chemicals|Liquids|Electricity;EJ/yr;"Final energy consumption of synthetic liquid efuels (""power-to-liquid"") by the chemicals sector";;;
variable;Final Energy|Industry|Chemicals|Liquids|Fossil;EJ/yr;Final energy consumption of liquids of fossil origin by the chemicals sector;;;
variable;Final Energy|Industry|Chemicals|Other;EJ/yr;Final energy consumption of other energy carriers by the chemicals sector (please provide a definition of the energy carriers in this category in the 'comments' tab);;;
variable;Final Energy|Industry|Chemicals|Solar;EJ/yr;Final energy consumption of solar thermal heat by the chemicals sector;;;
variable;Final Energy|Industry|Chemicals|Solids;EJ/yr;Final energy solid fuel consumption by the chemicals sector (including coal and solid biomass);;;
variable;Final Energy|Industry|Chemicals|Solids|Biomass;EJ/yr;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by the chemicals sector;;;
variable;Final Energy|Industry|Chemicals|Solids|Coal;EJ/yr;Final energy consumption of coal by the chemicals sector;;;
variable;Final Energy|Industry|Chemicals|Waste;EJ/yr;Final energy consumption of non-renewable waste by the chemicals sector;;;
variable;Final Energy|Industry|Iron and Steel;EJ/yr;Final energy consumed by the iron and steel sector, excluding feedstocks;;;
variable;Final Energy|Industry|Iron and Steel|Electricity;EJ/yr;Final energy consumption of electricity by the iron and steel sector;;;
variable;Final Energy|Industry|Iron and Steel|Gases;EJ/yr;Final energy consumption of gases by the iron and steel sector (natural gas, biogas, coal-gas), excluding transmission/distribution losses;;;
variable;Final Energy|Industry|Iron and Steel|Gases|Biomass;EJ/yr;Final energy consumption of biogas by the iron and steel sector;;;
variable;Final Energy|Industry|Iron and Steel|Gases|Electricity;EJ/yr;"Final energy consumption of synthetic e-fuel gas (""power-to-gas"") by the iron and steel sector";;;
variable;Final Energy|Industry|Iron and Steel|Gases|Fossil;EJ/yr;Final energy consumption of synthetic or derived gases of fossil origin by the iron and steel sector;;;
variable;Final Energy|Industry|Iron and Steel|Geothermal;EJ/yr;Final energy consumption of geothermal heat by the iron and steel sector;;;
variable;Final Energy|Industry|Iron and Steel|Heat;EJ/yr;Final energy consumption of centrally supplied heat by the iron and steel sector;;;
variable;Final Energy|Industry|Iron and Steel|Hydrogen;EJ/yr;Final energy consumption of hydrogen by the iron and steel sector;;;
variable;Final Energy|Industry|Iron and Steel|Liquids;EJ/yr;Final energy consumption of refined liquids by the iron and steel sector (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);;;
variable;Final Energy|Industry|Iron and Steel|Liquids|Biomass;EJ/yr;Final energy consumption of liquid biofuels by the iron and steel sector;;;
variable;Final Energy|Industry|Iron and Steel|Liquids|Electricity;EJ/yr;"Final energy consumption of synthetic liquid efuels (""power-to-liquid"") by the iron and steel sector";;;
variable;Final Energy|Industry|Iron and Steel|Liquids|Fossil;EJ/yr;Final energy consumption of liquids of fossil origin by the iron and steel sector;;;
variable;Final Energy|Industry|Iron and Steel|Other;EJ/yr;Final energy consumption of other energy carriers by the iron and steel sector (please provide a definition of the energy carriers in this category in the 'comments' tab);;;
variable;Final Energy|Industry|Iron and Steel|Solar;EJ/yr;Final energy consumption of solar thermal heat by the iron and steel sector;;;
variable;Final Energy|Industry|Iron and Steel|Solids;EJ/yr;Final energy solid fuel consumption by the iron and steel sector (including coal and solid biomass);;;
variable;Final Energy|Industry|Iron and Steel|Solids|Biomass;EJ/yr;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by the iron and steel sector;;;
variable;Final Energy|Industry|Iron and Steel|Solids|Coal;EJ/yr;Final energy consumption of coal by the iron and steel sector;;;
variable;Final Energy|Industry|Iron and Steel|Waste;EJ/yr;Final energy consumption of non-renewable waste by the iron and steel sector;;;
variable;Final Energy|Industry|Non-Ferrous Metals;EJ/yr;Final energy consumption of the non-ferrous metals sector;;;
variable;Final Energy|Industry|Non-Ferrous Metals|Electricity;EJ/yr;Final energy consumption of electricity of the non-ferrous metals sector;;;
variable;Final Energy|Industry|Non-Ferrous Metals|Gases;EJ/yr;Final energy consumption of gases of the non-ferrous metals sector (natural gas, biogas, coal-gas), excluding transmission/distribution losses;;;
variable;Final Energy|Industry|Non-Ferrous Metals|Gases|Biomass;EJ/yr;Final energy consumption of biogas by the non-ferrous metals sector;;;
variable;Final Energy|Industry|Non-Ferrous Metals|Gases|Electricity;EJ/yr;"Final energy consumption of synthetic e-fuel gas (""power-to-gas"") by the non-ferrous metals sector";;;
variable;Final Energy|Industry|Non-Ferrous Metals|Gases|Fossil;EJ/yr;Final energy consumption of synthetic or derived gases of fossil origin by the non-ferrous metals sector;;;
variable;Final Energy|Industry|Non-Ferrous Metals|Geothermal;EJ/yr;Final energy consumption of geothermal heat by the non-ferrous metals sector;;;
variable;Final Energy|Industry|Non-Ferrous Metals|Heat;EJ/yr;Final energy consumption of centrally supplied heat by the non-ferrous metals sector;;;
variable;Final Energy|Industry|Non-Ferrous Metals|Hydrogen;EJ/yr;Final energy consumption of hydrogen of the non-ferrous metals sector;;;
variable;Final Energy|Industry|Non-Ferrous Metals|Liquids;EJ/yr;Final energy consumption of refined liquids of the non-ferrous metals sector (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);;;
